
K07X6,ADP81,"Park City 15""-P",2.1,1.17.3,A16,TPM,A04,DSC,I7-6700HQ,"\",2017/12/4
0PFGC,ADP81,"Park City 15""-P",2.1,1.17.3,A16,DTP,A04,DSC,I7-6700H,"\",2017/12/4
XJ3XM,ADP81,"Park City 15""-P",2.1,1.17.3,A16,TPM,A04,DSC,E3-1505MV5,"\",2017/12/4
323MP,ADP81,"Park City 15""-P",2.1,1.17.3,A16,DTP,A04,DSC,E3-1505MV,"\",2017/12/4
2MMKG,ADP81,"Park City 15""-P",2.1,1.17.3,A16,TPM,A05,DSC,I7-6820HQ,"\",2017/12/4
4N1PT,ADP81,"Park City 15""-P",2.1,1.17.3,A16,DTP,A05,DSC,I7-6820H,"\",2017/12/4
J2MK4,AAE00,"Bold Peak II",1.6,1.1.31,A12,TPM,A03-A04,UMA,M3,"\",2017/5/25
675H4,AAE00,"Bold Peak II",1.6,1.1.31,A12,TPM,A03-A04,UMA,M5VPRO,"\",2017/5/25
PDKYR,AAE00,"Bold Peak II",1.6,1.1.31,A12,TPM,A03-A04,UMA,M7VPRO,"\",2017/5/25
P98DK,AAE00,"Bold Peak II",1.6,1.1.31,A12,TPM,A03-A04,UMA,M5VPRO,"\",2017/5/25
1JX77,AAE00,"Bold Peak II",1.6,1.1.31,A12,DTP,A01,UMA,M3,"\",2017/5/25
T9F7G,AAE00,"Bold Peak II",1.6,1.1.31,A12,DTP,A01,UMA,M5VPR,"\",2017/5/25
Y5RX8,AAE00,"Bold Peak II",1.6,1.1.31,A12,DTP,A01,UMA,M7VPR,"\",2017/5/25
9F52W,AAE00,"Bold Peak II",1.6,1.1.31,A12,DTP,A01,UMA,M5VPRO,"\",2017/5/25
KYNNJ,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A00,UMA,6Y30,"\",2017/7/24
8NRWR,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A00,UMA,6Y30,"\",2017/7/24
T73T5,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A00,UMA,6Y54,"\",2017/7/24
0TX5K,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A00,UMA,6Y54,"\",2017/7/24
9RTYR,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A00,UMA,6Y57,"\",2017/7/24
MN6H4,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A00,UMA,6Y57,"\",2017/7/24
X95H8,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A00,UMA,6Y75,"\",2017/7/24
32P2K,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A00,UMA,6Y75,"\",2017/7/24
DHF1J,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A00,UMA,6Y75,"\",2017/7/24
XTCT0,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A00,UMA,6Y75,"\",2017/7/24
8M2R5,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A01,UMA,6Y30,"\",2017/7/24
2FF42,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A01,UMA,6Y30,"\",2017/7/24
2472N,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A01,UMA,6Y54,"\",2017/7/24
1Y20Y,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A01,UMA,6Y54,"\",2017/7/24
1PD6N,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A01,UMA,6Y57,"\",2017/7/24
1JF8K,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A01,UMA,6Y57,"\",2017/7/24
4MYV6,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A01,UMA,6Y75,"\",2017/7/24
25XV7,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A01,UMA,6Y75,"\",2017/7/24
7T8JW,AAU30,"Celtic 13",1.8,1.13.5,A12,TPM,A01,UMA,6Y75,"\",2017/7/24
58R8Y,AAU30,"Celtic 13",1.8,1.13.5,A12,DTP,A01,UMA,6Y75,"\",2017/7/24
JP07C,AAJA0,Jayton(PAD),1.5,1.0.24,A09,TPM,A03,UMA,M3,"\",2017/5/28
J7VN1,AAJA0,Jayton(PAD),1.5,1.0.24,A09,DTP,A03,UMA,M3,"\",2017/5/28
D3J6K,AAJA0,Jayton(PAD),1.5,1.0.24,A09,TPM,A03,UMA,M5,"\",2017/5/28
5GF1J,AAJA0,Jayton(PAD),1.5,1.0.24,A09,DTP,A03,UMA,M5,"\",2017/5/28
VCHJG,AAJA0,Jayton(PAD),1.5,1.0.24,A09,TPM,A03,UMA,M5,"\",2017/5/28
00MD1,AAJA0,Jayton(PAD),1.5,1.0.24,A09,DTP,A03,UMA,M5,"\",2017/5/28
W1D2D,AAJA0,Jayton(PAD),1.5,1.0.24,A09,TPM,A03,UMA,M7,"\",2017/5/28
CK87C,AAJA0,Jayton(PAD),1.5,1.0.24,A09,DTP,A03,UMA,M7,"\",2017/5/28
D4VVK,BAJ00,"Pebble Creek",1.4,1.3.6,A01,TPM,A01,UMA,I3,"\","2018-06-02 07:50:57"
1CXFV,BAJ00,"Pebble Creek",1.4,1.3.6,A01,DTP,A01,UMA,I3,"\","2018-06-02 07:50:57"
6DR15,BAJ00,"Pebble Creek",1.4,1.3.6,A01,TPM,A01,UMA,I5V,"\","2018-06-02 07:50:57"
3PN2H,BAJ00,"Pebble Creek",1.4,1.3.6,A01,DTP,A01,UMA,I5V,"\","2018-06-02 07:50:57"
HPCDV,BAJ00,"Pebble Creek",1.4,1.3.6,A01,TPM,A01,UMA,"I5 TRANS","\","2018-06-02 07:50:57"
YT6F5,BAJ00,"Pebble Creek",1.4,1.3.6,A01,DTP,A01,UMA,"I5 TRANS","\","2018-06-02 07:50:57"
P8F3H,BAJ00,"Pebble Creek",1.4,1.3.6,A01,TPM,A01,UMA,I7V,"\","2018-06-02 07:50:57"
KTCMC,BAJ00,"Pebble Creek",1.4,1.3.6,A01,DTP,A01,UMA,I7V,"\","2018-06-02 07:50:57"
W1GYK,BAJ00,"Pebble Creek",1.4,1.3.6,A01,TPM,A01,UMA,I5V,"\","2018-06-02 07:50:57"
G6TK3,BAJ00,"Pebble Creek",1.4,1.3.6,A01,DTP,A01,UMA,I5V,"\","2018-06-02 07:50:57"
X41RR,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A03,DSC,I7-7820,"\","2018-05-16 03:06:24"
RTYR2,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,DTP,A00-A01,DSC,I7-7820,"\","2018-05-16 03:06:24"
GDXD5,CAM01,"Berlinetta P MLK ",1.5,1.9.4,A08,TPM,A00-A03,DSC,E3-1505,"\","2018-05-16 03:06:24"
