
7WK5P,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,DSC,I5-4300,"\",2017/8/29
7WRRW,ZAM60,"Houston 12(E6)",2.3,A15,A12,TPM,A06,"\",I5-5300U,DOCK,2017/8/3
7X098,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,TPM,A02,UMA,KVI7-7820H,"\","2019-09-24 14:11:17"
7X7HF,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,DTP,,DIS,I7-8850,,"2019-06-06 11:03:44"
7YFFW,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,TPM,A00-A03,DSC,I5-7300,"\","2019-06-09 05:43:57"
7YH0R,ZAM60,"Houston 12(E6)",2.3,A15,A12,TPM,A06,"\",I5-5200U,DOCK,2017/8/3
7YWD9,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A07,UMA,I3-5010U,DOCK,2017/8/3
8065F,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",UMA,KVI7-7600U,"\","2019-09-24 14:03:45"
81ND9,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
8230Y,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,DTP,"\","\","\","\",2017/8/14
82V39,EDA51,"Brook Hollow 15P",1.0,21.1.1,A00,TPM,A00,"\",I5V-9400H,"\","2019-12-13 14:58:55"
82YCP,CDP70,"Breckenridge 14H(Commercial)",1.5,1.16.0,A05,DTP,A00,DIS,KVI5-7440H,"\","2019-09-24 14:11:17"
8389N,ZAM80,"Houston 15 UMA (E6)",2.3,A12,A12,TPM,A05,UMA,I3-5010U,"NO DOCK",2017/8/3
83KT5,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I3-4010,"\",2017/8/29
8407M,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,DTP,A01,DIS,KI5-7440HVT,"\","2019-09-24 14:11:17"
848J5,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,DSC,I7-8650UV,,"2019-08-21 09:41:32"
84F86,DDP80,"Breckenridge 15H MLK",1.0,1.9.0,,TPM,,UMA,I5-8300H,,"2019-08-21 09:43:33"
84GNT,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KTI5-8250U,,"2019-09-12 10:17:40"
84PJM,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4310,"\",2017/8/29
850YT,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
858KT,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-8350U,,"2019-09-12 10:17:40"
85M2V,VAL90,"Salado 14 DSC (commercial)",1.8,A18,A14,TPM,"\",UMA,"\","\",2017/9/25
860W0,ZAM60,"Houston 12(E6)",2.3,A12,A12,DTP,A05,UMA,I3-4030,"\",2017/8/3
869T9,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,I5-8250U,null,"2019-08-21 09:41:32"
86PC0,AAPA0,"Miramar 15",2.1,1.16.3,A17,TPM,A00-A01,DSC,I7QC1,"\","2019-02-26 17:40:11"
870WT,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,VI5-8350U,null,"2019-08-21 09:41:32"
8CC9T,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,DTP,A00,UMA,KI5-7440HV,"\","2019-09-24 14:11:17"
8D5VP,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I7-4600,"\",2017/8/29
8DT9H,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,VI5-7300U,null,"2019-08-21 09:41:32"
8FCRX,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,A00-A02,UMA,KI7-2+3,"\","2019-09-30 05:47:57"
8FKX9,ZAM60,"Houston 12(E6)",2.3,A15,A12,DTP,A05,"\",3755U,DOCK,2017/8/3
8FP65,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,UMA,I5-5200U,DOCK,2017/8/3
8GJR6,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",I5-5200U,"\",2016/7/15
8J661,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,TPM,A01,DIS,KVI5-744H,"\","2019-09-24 14:11:17"
8KN1W,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,I3-7130U,null,"2019-08-21 09:41:32"
8KN62,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,DTP,"\",UMA,I3-7100U,"\","2019-01-09 09:20:50"
8KWV8,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
8M2R5,AAU30,"Celtic 13",1.8,1.16.4,A12,TPM,A01,UMA,6Y30,"\","2019-06-19 17:55:28"
8MDVW,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",DSC,I5-4210U,"\","2019-12-10 08:55:16"
8MMNW,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,TPM,,DIS,E-2176M,,"2019-06-06 11:03:44"
8NGHK,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
8NRWR,AAU30,"Celtic 13",1.8,1.16.4,A12,DTP,A00,UMA,6Y30,"\","2019-06-19 17:55:28"
8P1RY,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,I3-4030U,"\","2019-12-10 08:55:16"
8P4MX,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I5-7200U,,"2019-08-21 09:41:32"
8PGMG,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I5-62,,"2019-09-30 05:47:57"
8PH92,AAPA0,"Miramar 15",2.1,1.16.3,A17,DTP,A00-A01,DSC,I5T3,"\","2019-02-26 17:40:11"
8R94K,QAL80,"Dalmore- 14
(commercial)",1.6,A16,A16,TPM,"\",UMA,"\","\",2016/6/2
8R9JH,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,TPM,A01,DIS,KVI7-782H,"\","2019-09-24 14:11:17"
8T984,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,TPM,"A00-A01
",UMA,KI5-7300H,"\","2019-09-24 14:11:17"
8T985,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,TPM,"A00-A01
",UMA,KI5-7440HV,"\","2019-09-24 14:11:17"
8T986,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,TPM,"A00-A01
",UMA,KI7-7820HV,"\","2019-09-24 14:11:17"
8T987,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,TPM,A01,DIS,KI5-7440HVT,"\","2019-09-24 14:11:17"
8TTCM,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,I3-4010U,"\","2019-12-10 08:55:16"
8VJK2,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,DTP,A00,UMA,I3-7100U,"\","2019-06-07 22:12:35"
8VMCW,CDM80,"Breckenridge 15 U(Commercial),",1.5,1.16.0,A05,TPM,A00-A01,UMA,SI5-6200U,"\","2019-09-24 14:03:45"
8W4JJ,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I5-63,,"2019-09-30 05:47:57"
8WHK1,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
8XC5Y,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,DTP,A00,UMA,I7-7600U,"\","2019-06-07 22:12:35"
8XGRY,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
8Y86X,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
903PF,AAPA0,"Miramar 15",2.1,1.16.3,A17,DTP,A00-A01,DSC,I7QC1,"\","2019-02-26 17:40:11"
906X3,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4210,"\",2017/8/29
90DMJ,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
90FC9,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I3-8150,,"2019-08-21 09:41:32"
910T2,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI3-7130U,,"2019-09-12 10:17:40"
912TJ,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,VI5-8350U,,"2019-09-12 10:17:40"
91D6Y,DAP10,"Whitehaven 15",1.1,1.9.0,,DTP,,Assy,XE-2176M,,"2019-08-23 05:44:17"
91RJ5,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I3-8150,,"2019-08-21 09:41:32"
91WM2,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I7-76,,"2019-09-30 05:47:57"
922RC,ZAM70,"Houston 14 UMA(E6)",2.3,A12,A12,TPM,A06,UMA,I3-5010U,"NO DOCK",2017/8/3
932WM,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
93WF9,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI5-7300U,,"2019-09-12 10:17:40"
93WWK,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4210,"\",2017/8/29
94D5T,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,A00,UMA,I5-62U,,"2019-09-24 14:03:45"
951NX,ZAM60,"Houston 12(E6)",2.3,A15,A12,DTP,A05,UMA,2981U,DOCK,2017/8/3
956MF,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,DTP,"\","\","\","\",2017/9/27
95VD8,DDP80,"Breckenridge 15H MLK",1.0,1.9.0,,DTP,,UMA,I7-8850HV,,"2019-08-21 09:43:33"
964WG,ADP80,"Park City 15""-H",2.1,1.21.6,A16,DTP,A06,UMA,I7-6820HVC,"\","2019-11-29 14:54:25"
96HKX,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,DSC,I5-4300,"\",2017/8/29
971P6,DAM01,"Berlinetta P CFL",1.0,1.12.0,,TPM,,DIS,I7-8850,,"2019-06-03 14:11:08"
9792N,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I3-8130U,,"2019-08-21 09:41:32"
97F45,ZAU50,"Testarossa  ",1.3,A10,A10,DTP,A00,DIS,I7-4712,"\",2017/9/27
97VY7,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,A00-A01,UMA,KI7-7600U,"\","2019-09-30 05:47:57"
987G8,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,SVI7-6600U,"\","2019-09-30 05:47:57"
98VVR,VAR10,"Diesel 17 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
990T6,QAR10,"VANS 17
(commercial)",1.9,A11,A10,DTP,"\","\","\","\",2016/6/2
997X3,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I5-8350,,"2019-09-12 10:17:40"
99NCH,ZAM81,"Houston 15 DSC (E6)",2.3,A15,A12,DTP,A05,DSC,I7-5600U,DOCK,2017/8/3
9CV0T,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I3-71,,"2019-09-30 05:47:57"
9DP3R,DAZ30,"SB 13 MLK",1.0,1.11.0,,TPM,,UMA,I5-7200,,"2019-09-12 10:17:40"
9F52W,AAE00,"Bold Peak II",1.6,21.1.1,A12,DTP,A01,UMA,M5VPRO,"\","2019-12-10 09:01:42"
9F5RW,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-8250,,"2019-08-21 09:41:32"
9F96H,QAL80,"Dalmore- 14
(commercial)",1.6,A16,A16,DTP,"\",UMA,"\","\",2016/6/2
9FGFD,ADM60,"Park City 12",2.1,1.21.6,A16,DTP,A04,UMA,I5-6300U,"\","2019-11-29 14:35:07"
9FRDM,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",I76820,"\","2019-01-21 17:14:34"
9GHRT,CAP10,"Crane 17",1.2,1.13.0,A01,DTP,A00,"\",I5-7300,"\","2019-01-21 17:14:34"
9GYDK,DDM90," Whitetail 14",1.0,21.1.1,,TPM,,UMA,/,,"2019-12-13 15:02:35"
9JVWH,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,TPM,,MLK,I5V,,"2019-08-23 05:47:39"
9KRRN,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4310,"\",2017/8/29
9M6GK,ZAM71,"Houston 14 DSC (E6)",2.3,A15,A15,DTP,A05,DIS,I7-5600U,DOCK,2017/8/3
9MTYR,ADP80,"Park City 15""-H",2.1,1.21.6,A16,DTP,A07,DSC,I7-6820H,"\","2019-11-29 14:54:25"
9PF91,DAP10,"Whitehaven 15",1.1,1.9.0,,DTP,,Assy,XE-2186M,,"2019-08-23 05:44:17"
9PJNK,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A01,UMA,SVI5-6300U,"\","2019-09-30 05:47:57"
9R6TT,CAP10,"Crane 17",1.2,1.13.0,A01,TPM,A00,"\",I5-7440,"\","2019-01-21 17:14:34"
9R8XN,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,DTP,,MLK,I5V,,"2019-08-23 05:47:39"
9RTYR,AAU30,"Celtic 13",1.8,1.16.4,A12,TPM,A00,UMA,6Y57,"\","2019-06-19 17:55:28"
9TJV5,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,A00-A01,UMA,TI5-7200U,"\","2019-09-30 05:47:57"
9VNG8,CAP10,"Crane 17",1.2,1.13.0,A01,DTP,A00,"\",I5-7440,"\","2019-01-21 17:14:34"
9VV3C,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
9WH9D,CDM60,"Breckenridge 12",1.5,1.16.0,A05,DTP,A00-A02,UMA,KVI5-7300U,,"2019-09-24 14:03:45"
9WRY1,CDM80,"Breckenridge 15 U(Commercial),",1.5,1.16.0,A05,DTP,A00-A01,UMA,SI5-6300UV,"\","2019-09-24 14:03:45"
9WVX3,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,DTP,A05,UMA,I5-6300U,"\","2019-04-19 19:38:15"
9X5J9,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-7300,,"2019-08-21 09:41:32"
9XH24,AAPB0,"Miramar 17",2.1,1.16.3,A17,DTP,A00-A02,DSC,I7-6820HQ,"\","2019-02-26 17:40:11"
9XJ6N,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,DSC,VI5-8350U,,"2019-08-21 09:41:32"
"Berlinetta 15 CFL P R(Commerci",,,,,,,,,,,
C08DH,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-8350,,"2019-08-21 09:41:32"
C0NC4,ADM70,"Park City 14",2.1,1.21.6,A16,TPM,A05,UMA,I5-6200U,"\","2019-11-29 14:35:07"
C17PK,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I5-7200U,,"2019-08-21 09:41:32"
C2731,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,A00-A01,"\",KI5-7300H,"\","2019-09-24 14:11:17"
C28RH,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
C2TV4,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
C35PP,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I7-8650U,,"2019-06-05 14:43:13"
C38P6,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,TPM,,DIS,I7-8850HV,,"2019-08-21 09:43:33"
C3V2K,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
C4F9T,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4300,"\",2017/8/29
C4N0X,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,DTP,,DIS,I7-8850HV,,"2019-08-21 09:43:33"
C4VVY,DDA30,"KW 13 MLK",1.0,1.10.0,,DTP,,UMA,I5-8250U,,"2019-06-05 14:43:13"
C541W,CAJ00,ASPEN(Commercial),1.0,1.7.7,A01,DTP,"\",UMA,"\","\","2019-11-04 08:46:30"
C56HH,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
C6666,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,"A01
","\",KI5-7440HVT,"\","2019-09-24 14:11:17"
C6JGP,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,TPM,A00-A01,UMA,I5-63U,,"2019-09-24 14:03:45"
C7F36,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,DTP,A02,UMA,KI5-7300H,"\","2019-09-24 14:11:17"
C7K68,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,UMA,I5-5300U,DOCK,2017/8/3
C82TW,ZAM60,"Houston 12(E6)",2.3,A15,A12,TPM,A06,"\",I3-5010U,"\",2017/8/3
C8D1K,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,null,UMA,I7-66,,"2019-09-30 05:47:57"
C8JP6,ZAM70,"Houston 14 UMA(E6)",2.3,A12,A12,TPM,A06,"\",I3-4030U,"NO DOCK",2017/8/3
C8R81,ZAU50,"Testarossa  ",1.3,A10,A10,DTP,A00,"\",I7-4702,"\",2017/9/27
C8X3V,ZAL51,"Marble Falls 14 DIS HSW (B6)",1.4,A10,A10,,A01,DSC,I5-4210U,"\",2016/7/15
C8X84,ZAU70,"Crested Butte 13 ",1.1,21.1.1,"\",DTP,A00,"\",5Y71,"\","2019-12-11 14:26:12"
C9JPK,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",UMA,SVI5-6300U,"\","2019-09-24 14:03:45"
C9NGF,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
CC27G,ADP81,"Park City 15""-P",2.1,1.21.6,A16,TPM,A04,DSC,I7-6820HQ,"\","2019-11-29 14:54:25"
CC5XC,DAM01,"Berlinetta P CFL",1.0,1.12.0,,DTP,,DIS,I7-8850,,"2019-06-03 14:11:08"
CCPYN,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I5-8250,,"2019-09-12 10:17:40"
CD5P2,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",I3-5005U,"\",2016/7/15
CDJF9,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,TPM,,DIS,I7-8850,,"2019-06-06 11:03:44"
CF5CJ,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,KI5-7200U,,"2019-09-24 14:03:45"
CF5R7,ZBU11,"Goliad MLK 14(DSC) (E6)  ",1.9,A16,A13,DTP,A07,DSC,I7-5600U,DOCK,2017/8/15
CG3V5,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,DTP,,DIS,I5-8400HV,,"2019-08-21 09:43:33"
CGYMR,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
CHM56,ADP80,"Park City 15""-H",2.1,1.21.6,A16,TPM,A07,UMA,I5-6300HQ,"\","2019-11-29 14:54:25"
CJ0VT,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,DTP,null,UMA,I5-8250U,"\","2019-08-21 09:41:32"
CJ6HP,CDM80,"Breckenridge 15 U(Commercial),",1.5,1.16.0,A05,DTP,A00-A01,UMA,SI5-6200U,"\","2019-09-24 14:03:45"
CJWHX,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,TI5-7200U,"\","2019-09-30 05:47:57"
CK87C,AAJA0,Jayton(PAD),1.5,"1.5.5
",A09,DTP,A03,UMA,M7,"\","2019-11-28 19:02:51"
CKMC0,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,A00-A01,UMA,SI7-6600U,"\","2019-09-30 05:47:57"
CKX5N,CDP70,"Breckenridge 14H(Commercial)",1.5,1.16.0,A05,DTP,A00-A01,UMA,I7-6650V,,"2019-09-24 14:11:17"
CM07H,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I5-8250,,"2019-08-21 09:41:32"
CM3RM,DDA30,"KW 13 MLK",1.0,1.10.0,null,TPM,null,UMA,I5-8350U,,"2019-06-05 14:43:13"
CMN4N,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,DTP,A01,"\",KE3-1505MT,"\","2019-09-24 14:11:17"
CN3N4,ZAL61,"Marble Falls 15 DIS HSW(B6)",1.4,A10,A10,,A00,UMA,I3-4030U,"\",2016/7/15
CN7Y8,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4200,"\",2017/8/29
CNDN5,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,DTP,A00-A01,DIS,E3-1505,"\","2019-06-09 05:43:57"
CNFRG,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,I7-5600U,DOCK,2017/8/3
CPTX8,ADP80,"Park City 15""-H",2.1,1.21.6,A16,TPM,A07,UMA,I5-6440HQ,"\","2019-11-29 14:54:25"
CRVX3,ZAU50,"Testarossa  ",1.3,A10,A10,TPM,A00,DSC,I7-4702,"\",2017/9/27
CT2NR,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I3-71,,"2019-09-30 05:47:57"
CT6F5,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI7-8650U,,"2019-09-12 10:17:40"
CT9F9,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4210,"\",2017/8/29
CTC18,CDM70,"Breckenridge 14U",1.5,1.16.0,A05,DTP,"A00
",UMA,SVI5-6300U,"\","2019-09-24 14:03:45"
CVM1W,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,I5-7300,,"2019-08-21 09:41:32"
CVMJW,DAP20,"Whitehaven 17",1.1,1.9.0,,TPM,,Assy,XE-2186M,,"2019-08-23 05:44:17"
CWDR5,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI7-8650U,,"2019-09-12 10:17:40"
CWF06,ZAM80,"Houston 15 UMA (E6)",2.3,A12,A12,DTP,A05,UMA,I3-5010U,"NO DOCK",2017/8/3
CXFKD,AAPA0,"Miramar 15",2.1,1.16.3,A17,DTP,A00-A02,DSC,E31575,"\","2019-02-26 17:40:11"
CXWHP,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI7-7600U,"\","2019-09-30 05:47:57"
CY3FD,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI5-7300U,"\","2019-09-30 05:47:57"
D145Y,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4300,"\",2017/8/29
D1616,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,A00-A01,"\",KI7-7700H,"\","2019-09-24 14:11:17"
D1D9C,ZAM81,"Houston 15 DSC (E6)",2.3,A15,A12,TPM,A06,DSC,I5-5300U,DOCK,2017/8/3
D1WHF,ZAL61,"Marble Falls 15 DIS HSW(B6)",1.4,A10,A10,,A00,UMA,I3-4005U,"\",2016/7/15
D2N2V,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-7300UV,,"2019-08-21 09:41:32"
D3J6K,AAJA0,Jayton(PAD),1.5,"1.5.5
",A09,TPM,A03,UMA,M5,"\","2019-11-28 19:02:51"
D3RGW,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
D3TCJ,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,UMA,I7-8650,,"2019-08-21 09:41:32"
D47C1,ZAM60,"Houston 12(E6)",2.3,A15,A12,DTP,A05,"\",I5-5200U,DOCK,2017/8/3
D4V7M,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I5-8350,,"2019-08-21 09:41:32"
D4VVK,BAJ00,"Pebble Creek",1.4,1.4.3,A01,TPM,A01,UMA,I3,"\","2019-02-19 17:04:18"
D54K4,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",DIS,KI5-7200U,"\","2019-09-24 14:03:45"
D5CH1,VAL91,"Salado 14 UMA (commercial)",1.8,A18,A14,DTP,"\","\","\","\",2017/9/25
D6YNC,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,DTP,null,Assy,I5-7300U,,"2019-01-09 09:20:50"
D72C8,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I5-7200,,"2019-09-12 10:17:40"
D74JV,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,DSC,I7-4600,"\",2017/8/29
D8WN3,QAL81,"Dalmore- 14
(commercial)",1.6,A16,A16,DTP,"\",DIS,"\","\",2016/6/2
DCDH4,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
DCKVD,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,A01,"\",KI7-7820HVT,"\","2019-09-24 14:11:17"
DCYXG,AAPA0,"Miramar 15",2.1,1.16.3,A17,DTP,A00-A02,DSC,E31545,"\","2019-02-26 17:40:11"
DD2WP,CDP70,"Breckenridge 14H",1.5,1.16.0,,DTP,,UMA,KVI7-7820H,,"2019-09-24 14:11:17"
DDMP7,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,"A01
","\",KE3-1505MT,"\","2019-09-24 14:11:17"
DDTPR,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I7-8650,,"2019-08-21 09:41:32"
DDVMC,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,"A00-A01
","\",KI5-7300UV,"\","2019-09-24 14:03:45"
DFYRX,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A05,"\",I5-4300U,DOCK,2017/8/3
DGYY5,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,TPM,A06,UMA,I5-6300U,"\","2019-04-19 19:38:15"
DHF1J,AAU30,"Celtic 13",1.8,1.16.4,A12,TPM,A00,UMA,6Y75,"\","2019-06-19 17:55:28"
DKT5Y,QAR10,"VANS 17
(commercial)",1.9,A11,A10,TPM,"\","\","\","\",2016/6/2
DMMW9,DAM01,"Berlinetta P CFL",1.0,1.12.0,,TPM,,DIS,I7-8850,,"2019-06-03 14:11:08"
DMR52,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,TPM,,UMA,I5-8400HV,,"2019-08-21 09:43:33"
DN786,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,TPM,A01,DIS,KI7-7820HVT,"\","2019-09-24 14:11:17"
